,id,form_id,name,form,alias,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
0644-000,644,0,ゼクロム,,ゼクロム,こくいんポケモン,345.0,2.9,ドラゴン,でんき,テラボルテージ,,,9,100,150,120,120,100,90
0645-000,645,0,ランドロス,けしんフォルム,ランドロス(けしん),ほうじょうポケモン,68.0,1.5,じめん,ひこう,すなのちから,ちからずく,,9,89,125,90,115,80,101
0645-001,645,1,ランドロス,れいじゅうフォルム,ランドロス(れいじゅう),ほうじょうポケモン,68.0,1.3,じめん,ひこう,いかく,,,9,89,145,90,105,80,91
0646-000,646,0,キュレム,キュレムのすがた,キュレム,きょうかいポケモン,325.0,3.0,ドラゴン,こおり,プレッシャー,,,9,125,130,90,130,90,95
0646-001,646,1,キュレム,ホワイトキュレム,ホワイトキュレム,きょうかいポケモン,325.0,3.6,ドラゴン,こおり,ターボブレイズ,,,9,125,120,90,170,100,95
0646-002,646,2,キュレム,ブラックキュレム,ブラックキュレム,きょうかいポケモン,325.0,3.3,ドラゴン,こおり,テラボルテージ,,,9,125,170,100,120,90,95
0647-000,647,0,ケルディオ,いつものすがた,ケルディオ(いつも),わかごまポケモン,48.5,1.4,みず,かくとう,せいぎのこころ,,,9,91,72,90,129,90,108
0647-001,647,1,ケルディオ,かくごのすがた,ケルディオ(かくご),わかごまポケモン,48.5,1.4,みず,かくとう,せいぎのこころ,,,9,91,72,90,129,90,108
0648-000,648,0,メロエッタ,ボイスフォルム,メロエッタ(ボイス),せんりつポケモン,6.5,0.6,ノーマル,エスパー,てんのめぐみ,,,9,100,77,77,128,128,90
0648-001,648,1,メロエッタ,ステップフォルム,メロエッタ(ステップ),せんりつポケモン,6.5,0.6,ノーマル,かくとう,てんのめぐみ,,,9,100,128,90,77,77,128
0649-000,649,0,ゲノセクト,ゲノセクトのすがた,ゲノセクト,こせいだいポケモン,82.5,1.5,むし,はがね,ダウンロード,,,8,71,120,95,120,95,99
0650-000,650,0,ハリマロン,,ハリマロン,いがぐりポケモン,9.0,0.4,くさ,,しんりょく,ぼうだん,,9,56,61,65,48,45,38
0651-000,651,0,ハリボーグ,,ハリボーグ,とげよろいポケモン,29.0,0.7,くさ,,しんりょく,ぼうだん,,9,61,78,95,56,58,57
0652-000,652,0,ブリガロン,,ブリガロン,とげよろいポケモン,90.0,1.6,くさ,かくとう,しんりょく,ぼうだん,,9,88,107,122,74,75,64
0653-000,653,0,フォッコ,,フォッコ,キツネポケモン,9.4,0.4,ほのお,,もうか,マジシャン,,9,40,45,40,62,60,60
0654-000,654,0,テールナー,,テールナー,キツネポケモン,14.5,1.0,ほのお,,もうか,マジシャン,,9,59,59,58,90,70,73
0655-000,655,0,マフォクシー,,マフォクシー,キツネポケモン,39.0,1.5,ほのお,エスパー,もうか,マジシャン,,9,75,69,72,114,100,104
0656-000,656,0,ケロマツ,,ケロマツ,あわがえるポケモン,7.0,0.3,みず,,げきりゅう,へんげんじざい,,9,41,56,40,62,44,71
0657-000,657,0,ゲコガシラ,,ゲコガシラ,あわがえるポケモン,10.9,0.6,みず,,げきりゅう,へんげんじざい,,9,54,63,52,83,56,97
0658-000,658,0,ゲッコウガ,,ゲッコウガ,しのびポケモン,40.0,1.5,みず,あく,げきりゅう,へんげんじざい,,9,72,95,67,103,71,122
0659-000,659,0,ホルビー,,ホルビー,あなほりポケモン,5.0,0.4,ノーマル,,ものひろい,ほおぶくろ,ちからもち,8,38,36,38,32,36,57
0660-000,660,0,ホルード,,ホルード,あなほりポケモン,42.4,1.0,ノーマル,じめん,ものひろい,ほおぶくろ,ちからもち,8,85,56,77,50,77,78
0661-000,661,0,ヤヤコマ,,ヤヤコマ,コマドリポケモン,1.7,0.3,ノーマル,ひこう,はとむね,はやてのつばさ,,9,45,50,43,40,38,62
0662-000,662,0,ヒノヤコマ,,ヒノヤコマ,ひのこポケモン,16.0,0.7,ほのお,ひこう,ほのおのからだ,はやてのつばさ,,9,62,73,55,56,52,84
0663-000,663,0,ファイアロー,,ファイアロー,れっかポケモン,24.5,1.2,ほのお,ひこう,ほのおのからだ,はやてのつばさ,,9,78,81,71,74,69,126
0664-000,664,0,コフキムシ,,コフキムシ,こなふきポケモン,2.5,0.3,むし,,りんぷん,ふくがん,フレンドガード,9,38,35,40,27,25,35
0665-000,665,0,コフーライ,,コフーライ,こなふきポケモン,8.4,0.3,むし,,だっぴ,フレンドガード,,9,45,22,60,27,30,29
0666-000,666,0,ビビヨン,ひょうせつのもよう,ビビヨン,りんぷんポケモン,17.0,1.2,むし,ひこう,りんぷん,ふくがん,フレンドガード,9,80,52,50,90,50,89
0667-000,667,0,シシコ,,シシコ,わかじしポケモン,13.5,0.6,ほのお,ノーマル,とうそうしん,きんちょうかん,じしんかじょう,9,62,50,58,73,54,72
0668-000,668,0,カエンジシ,,カエンジシ,おうじゃポケモン,81.5,1.5,ほのお,ノーマル,とうそうしん,きんちょうかん,じしんかじょう,9,86,68,72,109,66,106
0669-000,669,0,フラベベ,,フラベベ,いちりんポケモン,0.1,0.1,フェアリー,,フラワーベール,きょうせい,,9,44,38,39,61,79,42
0670-000,670,0,フラエッテ,,フラエッテ,いちりんポケモン,0.9,0.2,フェアリー,,フラワーベール,きょうせい,,9,54,45,47,75,98,52
0671-000,671,0,フラージェス,,フラージェス,ガーデンポケモン,10.0,1.1,フェアリー,,フラワーベール,きょうせい,,9,78,65,68,112,154,75
0672-000,672,0,メェークル,,メェークル,ライドポケモン,31.0,0.9,くさ,,そうしょく,くさのけがわ,,9,66,65,48,62,57,52
0673-000,673,0,ゴーゴート,,ゴーゴート,ライドポケモン,91.0,1.7,くさ,,そうしょく,くさのけがわ,,9,123,100,62,97,81,68
0674-000,674,0,ヤンチャム,,ヤンチャム,やんちゃポケモン,8.0,0.6,かくとう,,てつのこぶし,かたやぶり,きもったま,8,67,82,62,46,48,43
0675-000,675,0,ゴロンダ,,ゴロンダ,こわもてポケモン,136.0,2.1,かくとう,あく,てつのこぶし,かたやぶり,きもったま,8,95,124,78,69,71,58
0676-000,676,0,トリミアン,やせいのすがた,トリミアン,プードルポケモン,28.0,1.2,ノーマル,,ファーコート,,,7,75,80,60,65,90,102
0677-000,677,0,ニャスパー,,ニャスパー,じせいポケモン,3.5,0.3,エスパー,,するどいめ,すりぬけ,マイペース,9,62,48,54,63,60,68
0678-000,678,0,ニャオニクス,オスのすがた,ニャオニクス(オス),よくせいポケモン,8.5,0.6,エスパー,,するどいめ,すりぬけ,いたずらごころ,9,74,48,76,83,81,104
0678-001,678,1,ニャオニクス,メスのすがた,ニャオニクス(メス),よくせいポケモン,8.5,0.6,エスパー,,するどいめ,すりぬけ,かちき,9,74,48,76,83,81,104
0679-000,679,0,ヒトツキ,,ヒトツキ,とうけんポケモン,2.0,0.8,はがね,ゴースト,ノーガード,,,8,45,80,100,35,37,28
0680-000,680,0,ニダンギル,,ニダンギル,とうけんポケモン,4.5,0.8,はがね,ゴースト,ノーガード,,,8,59,110,150,45,49,35
0681-000,681,0,ギルガルド,シールドフォルム,ギルガルド(シールド),おうけんポケモン,53.0,1.7,はがね,ゴースト,バトルスイッチ,,,8,60,50,140,50,140,60
0681-001,681,1,ギルガルド,ブレードフォルム,ギルガルド(ブレード),おうけんポケモン,53.0,1.7,はがね,ゴースト,バトルスイッチ,,,8,60,140,50,140,50,60
0682-000,682,0,シュシュプ,,シュシュプ,こうすいポケモン,0.5,0.2,フェアリー,,いやしのこころ,アロマベール,,8,78,52,60,63,65,23
0683-000,683,0,フレフワン,,フレフワン,ほうこうポケモン,15.5,0.8,フェアリー,,いやしのこころ,アロマベール,,8,101,72,72,99,89,29
0684-000,684,0,ペロッパフ,,ペロッパフ,わたあめポケモン,3.5,0.4,フェアリー,,スイートベール,かるわざ,,8,62,48,66,59,57,49
0685-000,685,0,ペロリーム,,ペロリーム,ホイップポケモン,5.0,0.8,フェアリー,,スイートベール,かるわざ,,8,82,80,86,85,75,72
0686-000,686,0,マーイーカ,,マーイーカ,かいてんポケモン,3.5,0.4,あく,エスパー,あまのじゃく,きゅうばん,すりぬけ,9,53,54,53,37,46,45
0687-000,687,0,カラマネロ,,カラマネロ,ぎゃくてんポケモン,47.0,1.5,あく,エスパー,あまのじゃく,きゅうばん,すりぬけ,9,86,92,88,68,75,73
0688-000,688,0,カメテテ,,カメテテ,ふたてポケモン,31.0,0.5,いわ,みず,かたいツメ,スナイパー,わるいてぐせ,8,42,52,67,39,56,50
0689-000,689,0,ガメノデス,,ガメノデス,しゅうごうポケモン,96.0,1.3,いわ,みず,かたいツメ,スナイパー,わるいてぐせ,8,72,105,115,54,86,68
0690-000,690,0,クズモー,,クズモー,クサモドキポケモン,7.3,0.5,どく,みず,どくのトゲ,どくしゅ,てきおうりょく,9,50,60,60,60,60,30
0691-000,691,0,ドラミドロ,,ドラミドロ,クサモドキポケモン,81.5,1.8,どく,ドラゴン,どくのトゲ,どくしゅ,てきおうりょく,9,65,75,90,97,123,44
0692-000,692,0,ウデッポウ,,ウデッポウ,みずでっぽうポケモン,8.3,0.5,みず,,メガランチャー,,,9,50,53,62,58,63,44
0693-000,693,0,ブロスター,,ブロスター,ランチャーポケモン,35.3,1.3,みず,,メガランチャー,,,9,71,73,88,120,89,59
0694-000,694,0,エリキテル,,エリキテル,はつでんポケモン,6.0,0.5,でんき,ノーマル,かんそうはだ,すながくれ,サンパワー,8,44,38,33,61,43,70
0695-000,695,0,エレザード,,エレザード,はつでんポケモン,21.0,1.0,でんき,ノーマル,かんそうはだ,すながくれ,サンパワー,8,62,55,52,109,94,109
0696-000,696,0,チゴラス,,チゴラス,ようくんポケモン,26.0,0.8,いわ,ドラゴン,がんじょうあご,がんじょう,,8,58,89,77,45,45,48
0697-000,697,0,ガチゴラス,,ガチゴラス,ぼうくんポケモン,270.0,2.5,いわ,ドラゴン,がんじょうあご,いしあたま,,8,82,121,119,69,59,71
0698-000,698,0,アマルス,,アマルス,ツンドラポケモン,25.2,1.3,いわ,こおり,フリーズスキン,ゆきふらし,,8,77,59,50,67,63,46
0699-000,699,0,アマルルガ,,アマルルガ,ツンドラポケモン,225.0,2.7,いわ,こおり,フリーズスキン,ゆきふらし,,8,123,77,72,99,92,58
0700-000,700,0,ニンフィア,,ニンフィア,むすびつきポケモン,23.5,1.0,フェアリー,,メロメロボディ,フェアリースキン,,9,95,65,65,110,130,60
0701-000,701,0,ルチャブル,,ルチャブル,レスリングポケモン,21.5,0.8,かくとう,ひこう,じゅうなん,かるわざ,かたやぶり,9,78,92,75,74,63,118
0702-000,702,0,デデンネ,,デデンネ,アンテナポケモン,2.2,0.2,でんき,フェアリー,ほおぶくろ,ものひろい,プラス,9,67,58,57,81,67,101
0703-000,703,0,メレシー,,メレシー,ほうせきポケモン,5.7,0.3,いわ,フェアリー,クリアボディ,がんじょう,,9,50,50,150,50,150,50
0704-000,704,0,ヌメラ,,ヌメラ,なんたいポケモン,2.8,0.3,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,45,50,35,55,75,40
0705-000,705,0,ヌメイル,,ヌメイル,なんたいポケモン,17.5,0.8,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,68,75,53,83,113,60
0705-001,705,1,ヌメイル,ヒスイのすがた,ヌメイル(ヒスイ),マイマイポケモン,68.5,0.7,はがね,ドラゴン,そうしょく,シェルアーマー,ぬめぬめ,9,58,75,83,83,113,40
0706-000,706,0,ヌメルゴン,,ヌメルゴン,ドラゴンポケモン,150.5,2.0,ドラゴン,,そうしょく,うるおいボディ,ぬめぬめ,9,90,100,70,110,150,80
0706-001,706,1,ヌメルゴン,ヒスイのすがた,ヌメルゴン(ヒスイ),からこもりポケモン,334.1,1.7,はがね,ドラゴン,そうしょく,シェルアーマー,ぬめぬめ,9,80,100,100,110,150,60
0707-000,707,0,クレッフィ,,クレッフィ,かぎたばポケモン,3.0,0.2,はがね,フェアリー,いたずらごころ,マジシャン,,9,57,80,91,80,87,75
0708-000,708,0,ボクレー,,ボクレー,きりかぶポケモン,7.0,0.4,ゴースト,くさ,しぜんかいふく,おみとおし,しゅうかく,9,43,70,48,50,60,38
0709-000,709,0,オーロット,,オーロット,ろうぼくポケモン,71.0,1.5,ゴースト,くさ,しぜんかいふく,おみとおし,しゅうかく,9,85,110,76,65,82,56
0710-000,710,0,バケッチャ,ふつうのサイズ,バケッチャ(ふつう),かぼちゃポケモン,5,0.4,ゴースト,くさ,ものひろい,おみとおし,ふみん,8,49,66,70,44,55,51
0710-001,710,1,バケッチャ,ちいさいサイズ,バケッチャ(ちいさい),,0,0,,,ふみん,,,8,44,66,70,44,55,56
0710-002,710,2,バケッチャ,おおきいサイズ,バケッチャ(おおきい),,0,0,,,ふみん,,,8,54,66,70,44,55,46
0710-003,710,3,バケッチャ,とくだいサイズ,バケッチャ(とくだい),,0,0,,,ふみん,,,8,59,66,70,44,55,41
0711-000,711,0,パンプジン,ふつうのサイズ,パンプジン(ふつう),かぼちゃポケモン,12.5,0.9,ゴースト,くさ,ものひろい,おみとおし,ふみん,8,65,90,122,58,75,84
0711-001,711,1,パンプジン,ちいさいサイズ,パンプジン(ちいさい),,0,0,,,ふみん,,,8,55,85,122,58,75,99
0711-002,711,2,パンプジン,おおきいサイズ,パンプジン(おおきい),,0,0,,,ふみん,,,8,75,95,122,58,75,69
0711-003,711,3,パンプジン,とくだいサイズ,パンプジン(とくだい),,0,0,,,ふみん,,,8,85,100,122,58,75,54
0712-000,712,0,カチコール,,カチコール,ひょうかいポケモン,99.5,1.0,こおり,,マイペース,アイスボディ,がんじょう,9,55,69,85,32,35,28
0713-000,713,0,クレベース,,クレベース,ひょうざんポケモン,505.0,2.0,こおり,,マイペース,アイスボディ,がんじょう,9,95,117,184,44,46,28
0713-001,713,1,クレベース,ヒスイのすがた,クレベース(ヒスイ),ひょうざんポケモン,262.4,1.4,こおり,いわ,がんじょうあご,アイスボディ,がんじょう,9,95,127,184,34,36,38
0714-000,714,0,オンバット,,オンバット,おんぱポケモン,8.0,0.5,ひこう,ドラゴン,おみとおし,すりぬけ,テレパシー,9,40,30,35,45,40,55
0715-000,715,0,オンバーン,,オンバーン,おんぱポケモン,85.0,1.5,ひこう,ドラゴン,おみとおし,すりぬけ,テレパシー,9,85,70,80,97,80,123
0716-000,716,0,ゼルネアス,リラックスモード,ゼルネアス,せいめいポケモン,215.0,3.0,フェアリー,,フェアリーオーラ,,,8,126,131,95,131,98,99
0717-000,717,0,イベルタル,,イベルタル,はかいポケモン,203.0,5.8,あく,ひこう,ダークオーラ,,,8,126,131,95,131,98,99
0718-000,718,0,ジガルデ,５０％フォルム,ジガルデ(５０％),ちつじょポケモン,305.0,5.0,ドラゴン,じめん,オーラブレイク,スワームチェンジ,,8,108,100,121,81,95,95
0718-001,718,1,ジガルデ,１０％フォルム,ジガルデ(１０％),ちつじょポケモン,33.5,1.2,ドラゴン,じめん,オーラブレイク,スワームチェンジ,,8,54,100,71,61,85,115
0718-004,718,4,ジガルデ,パーフェクトフォルム,ジガルデ(パーフェクト),ちつじょポケモン,610.0,4.5,ドラゴン,じめん,スワームチェンジ,,,8,216,100,121,91,95,85
0719-000,719,0,ディアンシー,,ディアンシー,ほうせきポケモン,8.8,0.7,いわ,フェアリー,クリアボディ,,,9,50,100,150,100,150,50
0719-001,719,1,ディアンシー,メガディアンシー,メガディアンシー,ほうせきポケモン,27.8,1.1,いわ,フェアリー,マジックミラー,クリアボディ,,7,50,100,150,100,150,50
0720-000,720,0,フーパ,いましめられしフーパ,フーパ(いましめられし),いたずらポケモン,9.0,0.5,エスパー,ゴースト,マジシャン,,,9,80,110,60,150,130,70
0720-001,720,1,フーパ,ときはなたれしフーパ,フーパ(ときはなたれし),まじんポケモン,490.0,6.5,エスパー,あく,マジシャン,,,9,80,160,60,170,130,80
0721-000,721,0,ボルケニオン,,ボルケニオン,スチームポケモン,195.0,1.7,ほのお,みず,ちょすい,,,9,80,110,120,130,90,70
0722-000,722,0,モクロー,,モクロー,くさばねポケモン,1.5,0.3,くさ,ひこう,しんりょく,えんかく,,9,68,55,55,50,50,42
0723-000,723,0,フクスロー,,フクスロー,はばねポケモン,16.0,0.7,くさ,ひこう,しんりょく,えんかく,,9,78,75,75,70,70,52
0724-000,724,0,ジュナイパー,,ジュナイパー,やばねポケモン,36.6,1.6,くさ,ゴースト,しんりょく,えんかく,,9,78,107,75,100,100,70
0724-001,724,1,ジュナイパー,ヒスイのすがた,ジュナイパー(ヒスイ),やばねポケモン,37.0,1.6,くさ,かくとう,しんりょく,えんかく,きもったま,9,88,112,80,95,95,60
0725-000,725,0,ニャビー,,ニャビー,ひねこポケモン,4.3,0.4,ほのお,,もうか,いかく,,9,45,65,40,60,40,70
0726-000,726,0,ニャヒート,,ニャヒート,ひねこポケモン,25.0,0.7,ほのお,,もうか,いかく,,9,65,85,50,80,50,90
0727-000,727,0,ガオガエン,,ガオガエン,ヒールポケモン,83.0,1.8,ほのお,あく,もうか,いかく,,9,95,115,90,80,90,60
